Date,Close,High,Low,Open,Volume
,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS,NTPC.NS
2021-02-08,81.08586120605469,81.61133790866174,77.69043769772931,77.77127979291066,53737961
2021-02-09,80.80290985107422,81.81345152588933,80.43911731528354,81.16670855472181,28074809
2021-02-10,80.72205352783203,81.24753633971979,79.75193615808219,80.84331974101472,19070866
2021-02-11,81.09712982177734,81.59721361029258,80.22197842269291,81.59721361029258,18452535
2021-02-12,79.97195434570312,81.59723503373479,79.0134628156086,81.51388877358467,21660998
2021-02-15,79.34683227539062,80.59704500888256,79.18013978782268,80.38867621996724,12574055
2021-02-16,81.68057250976562,82.63907029569312,79.59688443553692,79.88859949414666,32865663
2021-02-17,82.80574798583984,83.47253059388403,80.8470828182116,81.55553536493966,28774857
2021-02-18,86.18133544921875,86.88978808508472,82.97245725694746,83.09747344763892,50705280
2021-02-19,86.84809875488281,88.97346270258349,84.51437240098076,86.38969128698369,61069583
2021-02-22,85.05614471435547,88.59841423151238,84.5143845752434,86.93146387049737,30636415
2021-02-23,86.18133544921875,86.80644183832008,83.80593244241591,85.13949146738321,31233104
2021-02-24,86.01463317871094,87.26484590723238,85.0978117829107,87.09815342032717,16153025
2021-02-25,90.01531982421875,91.84896268448102,85.84794390643084,86.3480277447832,68361756
2021-02-26,89.43187713623047,92.47405604037202,87.34818947097729,89.26517830766414,67331805
2021-03-01,90.390380859375,91.51557744114619,89.30686693914002,91.26553234321682,27205189
2021-03-02,93.80762481689453,94.76611609239913,89.93196433968389,90.39037182820557,53649872
2021-03-03,93.9326400756836,95.59959025526209,93.34921005639524,95.39122148281477,31702057
2021-03-04,92.34905242919922,94.18269528047595,92.09900733179286,92.9324825112661,28057179
2021-03-05,90.5987548828125,93.64094074158903,90.34871612936527,92.51575045379809,24778407
2021-03-08,92.14068603515625,94.43274283842968,91.26553453034194,92.22403228349306,28163362
2021-03-09,91.26551818847656,93.22418328877602,89.55689178841597,92.84912205896272,20611697
2021-03-10,91.39054870605469,92.18234753105006,90.80711230334866,91.97397874985016,13207045
2021-03-12,90.93213653564453,93.43256195656369,90.51539896549134,92.5157405740088,21763020
2021-03-15,92.09899139404297,92.51572891166307,89.76525875180643,91.6405775810969,20350674
2021-03-16,91.30720520019531,92.89080289761806,91.09883641275435,92.14068034995918,15360040
2021-03-17,88.8067855834961,91.59892624680322,88.47339422991215,91.43222739055567,18850429
2021-03-18,86.51473236083984,90.22369463121434,86.01464213025824,89.5152419497723,20023557
2021-03-19,90.43204498291016,91.30719634888948,85.01445703462522,85.30617203698161,72249183
2021-03-22,91.55724334716797,92.14067976363653,89.05681791378746,90.68209826083121,31980425
2021-03-23,90.55707550048828,91.84895815596096,90.09866162856885,91.68226567103245,14060206
2021-03-24,88.34835815429688,91.18217468763183,88.0149668517439,90.01530830815153,15196366
2021-03-25,85.84793853759766,88.7651014976131,85.55622351337823,88.34836393189661,22543755
2021-03-26,86.84809875488281,88.13998764213775,86.43136122465994,88.13998764213775,17402475
2021-03-30,89.7652816772461,90.59875692535019,87.18150967990572,88.22335374003583,36129962
2021-03-31,88.8067855834961,90.84879729096713,88.43171792612247,89.76527698154709,23063667
2021-04-01,89.93196868896484,90.64042128469528,89.14016349228088,89.59857736188269,13753303
2021-04-05,88.5984115600586,89.84862429312295,86.47304737028486,89.5152329591903,15666099
2021-04-06,88.3900375366211,90.0986576886088,88.18166876011695,89.80694267328509,17393454
2021-04-07,87.88995361328125,89.47355769870029,87.7232611238312,89.09849641798222,15692013
